city,fans,lights,fridges,ac_1ton,ac_15ton,tvs,washing_machine,water_pump,computers,hours_use,roof_area,total_watts,daily_kwh,kw_needed,panels_needed,system_cost_pkr,monthly_saving_pkr,monthly_bill_pkr,payback_years
Islamabad,3,13,1,3,1,4,0,0,0,6,696,7470,44.82,11.7,30,1755000,67230,87399,2.2
Karachi,1,18,3,0,0,2,2,1,3,8,1539,3345,26.76,6.1,16,915000,40140,52182,1.9
Quetta,3,14,2,1,1,3,1,0,3,12,1095,5635,67.62,13.0,33,1950000,101430,131859,1.6
Bahawalpur,6,19,3,0,2,2,1,0,2,9,406,6285,56.56,11.6,29,1740000,84847,110301,1.7
Hyderabad,8,14,3,1,1,3,1,0,1,17,397,5760,97.92,22.7,57,3405000,146880,190944,1.9
Bahawalpur,6,17,1,2,2,4,0,1,0,9,1805,9005,81.04,16.6,42,2490000,121567,158037,1.7
Karachi,5,14,1,2,0,2,2,1,2,12,1822,6085,73.02,16.6,42,2490000,109530,142389,1.9
Islamabad,4,5,1,0,2,3,1,1,3,14,1553,6675,93.45,24.3,61,3645000,140175,182227,2.2
Abbottabad,3,17,3,3,2,4,2,1,3,16,1580,12180,194.88,54.1,136,8115000,292320,380016,2.3
Abbottabad,4,19,3,0,0,3,1,0,2,7,342,2235,15.64,4.3,11,645000,23467,30507,2.3
Multan,7,4,3,3,2,2,0,0,0,14,541,9735,136.29,28.4,71,4260000,204435,265765,1.7
Bahawalpur,1,12,1,1,0,3,2,0,3,8,1877,3805,30.44,6.2,16,930000,45660,59358,1.7
Karachi,7,15,2,3,1,2,1,1,3,11,394,9600,105.6,24.0,60,3600000,158400,205920,1.9
Karachi,1,18,3,3,0,2,1,0,1,9,487,6195,55.76,12.7,32,1905000,83632,108722,1.9
Faisalabad,2,15,3,1,0,3,1,0,2,6,684,3525,21.15,5.2,13,780000,31725,41242,2.0
Lahore,4,5,3,2,2,4,1,1,3,14,1118,10075,141.05,35.3,89,5295000,211574,275047,2.1
Gujranwala,1,16,2,1,1,1,0,1,0,16,1723,4965,79.44,19.9,50,2985000,119159,154908,2.1
Swat,9,11,3,0,0,4,1,0,1,11,1829,2390,26.29,7.1,18,1065000,39435,51265,2.3
Faisalabad,6,18,2,0,1,4,1,1,2,13,1490,5070,65.91,16.2,41,2430000,98865,128524,2.0
Rawalpindi,1,19,3,0,1,3,0,1,0,7,1448,3860,27.02,7.0,18,1050000,40530,52689,2.2
Sukkur,1,12,2,0,2,4,1,1,3,12,1996,6805,81.66,16.5,42,2475000,122489,159237,1.7
Sukkur,6,7,3,0,0,4,2,1,2,11,386,3555,39.11,7.9,20,1185000,58657,76254,1.7
Lahore,4,11,1,2,2,1,2,0,2,7,788,9115,63.8,16.0,40,2400000,95707,124419,2.1
Peshawar,4,12,1,2,0,4,1,0,0,7,525,4530,31.71,7.6,19,1140000,47565,61834,2.0
Peshawar,6,13,1,3,1,1,0,0,2,9,1980,7795,70.16,16.9,43,2535000,105232,136802,2.0
Islamabad,7,13,1,0,0,3,0,0,0,9,644,1170,10.53,2.7,7,405000,15794,20533,2.1
Sialkot,9,8,3,1,0,1,0,0,3,8,817,3445,27.56,7.0,18,1050000,41340,53742,2.1
Lahore,5,19,1,0,1,2,1,1,1,13,1354,4460,57.98,14.5,37,2175000,86970,113061,2.1
Gujranwala,9,16,2,2,1,2,1,0,0,12,595,6915,82.98,20.7,52,3105000,124470,161811,2.1
Karachi,4,17,1,0,0,1,2,0,1,7,713,2005,14.04,3.2,8,480000,21052,27368,1.9
Peshawar,2,10,1,2,2,2,0,1,2,8,434,8800,70.4,16.9,43,2535000,105600,137280,2.0
Gujranwala,3,19,1,3,0,3,1,1,0,15,824,6710,100.65,25.2,63,3780000,150975,196267,2.1
Quetta,1,13,3,3,1,2,1,1,3,14,1308,9270,129.78,25.0,63,3750000,194670,253071,1.6
Bahawalpur,6,7,1,3,2,1,1,0,0,10,303,9805,98.05,20.1,51,3015000,147075,191197,1.7
Bahawalpur,6,4,2,2,1,3,0,1,0,7,477,6860,48.02,9.8,25,1470000,72030,93639,1.7
Sialkot,1,6,1,0,1,2,0,1,0,8,1045,3265,26.12,6.7,17,1005000,39180,50934,2.1
Hyderabad,3,8,1,0,2,3,2,1,1,13,558,6745,87.68,20.3,51,3045000,131527,170985,1.9
Karachi,5,6,1,1,1,1,0,0,1,9,951,4415,39.74,9.0,23,1350000,59602,77483,1.9
Swat,3,19,2,2,1,2,1,1,2,7,1388,7660,53.62,14.6,37,2190000,80430,104559,2.3
Swat,3,15,1,1,1,3,2,1,2,7,1686,6550,45.85,12.5,32,1875000,68775,89407,2.3
Rawalpindi,3,16,2,3,1,3,0,0,2,11,1340,7965,87.62,22.8,57,3420000,131422,170849,2.2
Swat,5,14,2,0,1,2,0,1,2,13,1523,4235,55.06,15.0,38,2250000,82582,107357,2.3
Quetta,5,10,1,2,1,3,0,0,0,12,843,5975,71.7,13.8,35,2070000,107549,139814,1.6
Quetta,4,15,2,1,1,3,0,0,1,9,1535,4825,43.42,8.4,21,1260000,65137,84678,1.6
Bahawalpur,1,12,3,1,1,1,1,1,1,7,734,5755,40.28,8.3,21,1245000,60427,78555,1.7
Lahore,5,18,1,1,1,1,0,0,1,14,1596,4595,64.33,16.1,41,2415000,96495,125443,2.1
Sialkot,5,15,1,0,0,1,1,1,1,9,589,2300,20.7,5.3,14,795000,31050,40365,2.1
Islamabad,4,9,2,0,0,1,1,1,2,14,1102,2485,34.79,9.1,23,1365000,52185,67840,2.2
Rawalpindi,6,16,2,0,1,1,1,1,0,10,782,4340,43.4,11.3,29,1695000,65100,84630,2.2
Peshawar,4,13,1,2,0,1,2,1,1,17,533,5695,96.82,23.3,59,3495000,145222,188789,2.0
Gujranwala,7,4,3,0,2,2,1,0,3,17,707,6335,107.7,26.9,68,4035000,161542,210005,2.1
Lahore,7,19,2,2,0,1,0,1,0,16,993,4960,79.36,19.8,50,2970000,119040,154752,2.1
Peshawar,2,10,2,1,1,3,2,1,3,16,1469,6750,108.0,26.0,65,3900000,162000,210600,2.0
Lahore,3,18,3,1,1,2,0,1,0,12,861,5395,64.74,16.2,41,2430000,97109,126242,2.1
Lahore,1,6,3,3,0,3,1,0,0,17,729,5915,100.56,25.1,63,3765000,150832,196082,2.1
Lahore,8,8,1,0,1,1,0,0,0,10,731,2970,29.7,7.4,19,1110000,44550,57915,2.1
Bahawalpur,9,19,3,1,2,1,2,1,3,7,1938,9360,65.52,13.4,34,2010000,98280,127764,1.7
Swat,4,13,1,0,2,3,2,0,1,11,1868,6145,67.6,18.4,46,2760000,101392,131810,2.3
Sialkot,6,7,3,2,1,3,0,0,1,12,796,6505,78.06,19.9,50,2985000,117090,152217,2.1
Islamabad,9,13,2,1,2,3,0,1,3,16,1282,8320,133.12,34.7,87,5205000,199680,259584,2.2
Swat,6,8,1,0,2,4,0,1,1,11,1412,6070,66.77,18.1,46,2715000,100155,130201,2.3
Lahore,9,8,1,1,0,4,2,1,2,8,1296,4995,39.96,10.0,25,1500000,59940,77922,2.1
Multan,4,9,1,1,2,4,1,1,1,15,1734,7935,119.02,24.8,62,3720000,178537,232098,1.7
Hyderabad,8,17,3,0,0,4,0,1,2,13,1196,2855,37.12,8.6,22,1290000,55672,72374,1.9
Peshawar,9,13,2,1,1,2,1,0,2,8,1126,5770,46.16,11.1,28,1665000,69240,90012,2.0
Karachi,4,15,1,1,0,1,2,1,2,10,1564,4425,44.25,10.1,26,1515000,66375,86287,1.9
Faisalabad,5,13,1,1,1,3,0,1,3,14,1077,5870,82.18,20.1,51,3015000,123270,160251,2.0
Swat,8,16,1,1,1,1,0,1,1,16,522,5540,88.64,24.1,61,3615000,132960,172848,2.3
Gujranwala,6,16,1,2,1,3,2,1,1,10,1988,8090,80.9,20.2,51,3030000,121350,157755,2.1
Bahawalpur,7,14,2,1,1,1,0,1,3,12,767,5985,71.82,14.7,37,2205000,107730,140049,1.7
Rawalpindi,3,9,3,3,1,2,1,0,3,16,868,8610,137.76,35.9,90,5385000,206639,268632,2.2
Sukkur,7,19,2,1,0,4,2,1,1,12,1645,4960,59.52,12.0,30,1800000,89280,116064,1.7
Islamabad,8,11,1,0,1,1,2,0,3,10,674,4615,46.15,12.0,30,1800000,69225,89992,2.2
Karachi,6,11,2,3,2,3,0,1,3,7,1435,11065,77.46,17.6,44,2640000,116182,151037,1.9
Quetta,9,14,1,2,2,1,2,1,2,10,826,10285,102.85,19.8,50,2970000,154275,200557,1.6
Abbottabad,6,12,3,3,1,2,0,1,3,12,711,9130,109.56,30.4,76,4560000,164340,213642,2.3
Multan,9,11,3,3,2,2,0,0,2,12,568,10390,124.68,26.0,65,3900000,187020,243126,1.7
Sukkur,4,16,3,3,0,1,2,1,0,9,925,7340,66.06,13.3,34,1995000,99090,128817,1.7
Faisalabad,8,14,1,0,0,4,0,1,2,6,1575,2510,15.06,3.7,10,555000,22589,29366,2.0
Karachi,4,5,2,0,1,3,1,1,2,11,1311,4625,50.88,11.6,29,1740000,76312,99206,1.9
Sukkur,2,17,3,0,1,2,1,1,3,8,1697,4905,39.24,7.9,20,1185000,58860,76518,1.7
Karachi,9,17,1,2,1,2,0,1,1,16,1977,7230,115.68,26.3,66,3945000,173520,225576,1.9
Gujranwala,5,15,1,0,2,1,1,1,0,10,1949,6100,61.0,15.2,38,2280000,91500,118950,2.1
Multan,4,13,2,0,2,2,0,1,0,9,749,5745,51.7,10.8,27,1620000,77557,100824,1.7
Faisalabad,2,15,3,3,0,2,1,0,0,7,1101,6025,42.18,10.3,26,1545000,63262,82241,2.0
Quetta,1,14,1,0,2,3,2,1,1,17,1860,6685,113.64,21.9,55,3285000,170467,221607,1.6
Lahore,7,18,2,1,0,4,0,1,0,12,1691,3745,44.94,11.2,28,1680000,67409,87632,2.1
Peshawar,6,19,3,0,2,3,0,1,0,10,1121,6235,62.35,15.0,38,2250000,93525,121582,2.0
Quetta,2,4,2,2,0,4,0,0,1,12,554,4110,49.32,9.5,24,1425000,73980,96174,1.6
Lahore,8,13,2,2,1,3,0,0,0,14,1786,6395,89.53,22.4,56,3360000,134295,174583,2.1
Abbottabad,4,5,1,1,2,1,0,1,3,9,1591,7475,67.27,18.7,47,2805000,100912,131186,2.3
Bahawalpur,8,5,1,2,0,2,0,0,3,10,425,4625,46.25,9.5,24,1425000,69375,90187,1.7
Sialkot,7,15,1,2,2,4,2,1,2,14,1716,10450,146.3,37.3,94,5595000,219449,285284,2.1
Sialkot,5,6,2,3,1,1,2,1,2,15,1061,9515,142.73,36.4,91,5460000,214087,278313,2.1
Sialkot,8,13,1,1,0,2,1,0,2,16,1098,3545,56.72,14.5,37,2175000,85080,110604,2.1
Islamabad,9,10,2,3,2,2,0,1,3,9,1657,11175,100.58,26.2,66,3930000,150862,196121,2.2
Swat,5,5,2,3,2,2,1,0,3,10,864,10550,105.5,28.7,72,4305000,158250,205725,2.3
Hyderabad,5,17,1,0,1,3,1,0,3,10,1691,4180,41.8,9.7,25,1455000,62700,81510,1.9
Rawalpindi,2,19,3,1,1,1,2,0,2,13,1878,5885,76.5,19.9,50,2985000,114757,149184,2.2
Rawalpindi,5,4,3,0,0,1,1,1,2,9,1877,2635,23.71,6.2,16,930000,35572,46244,2.2
Swat,3,19,3,0,2,2,2,1,2,9,755,7310,65.79,17.9,45,2685000,98684,128290,2.3
Sialkot,7,17,2,3,2,4,1,1,2,12,1390,11630,139.56,35.6,89,5340000,209340,272142,2.1
Peshawar,5,9,2,2,1,1,0,1,2,16,1389,7060,112.96,27.2,68,4080000,169440,220272,2.0
Faisalabad,8,12,2,1,1,3,1,1,2,10,1211,6530,65.3,16.0,40,2400000,97950,127335,2.0
Multan,1,18,1,2,0,4,2,1,3,11,1918,6245,68.7,14.3,36,2145000,103042,133955,1.7
Faisalabad,3,6,2,3,2,4,2,1,1,11,1161,11465,126.12,30.9,78,4635000,189172,245924,2.0
Multan,3,9,1,3,2,4,2,0,1,17,916,10610,180.37,37.6,94,5640000,270555,351721,1.7
Faisalabad,9,6,1,3,0,4,1,1,2,11,699,7465,82.12,20.1,51,3015000,123172,160124,2.0
Hyderabad,5,17,3,3,0,1,1,1,1,15,586,7130,106.95,24.8,62,3720000,160425,208552,1.9
Islamabad,9,16,3,3,1,2,2,1,1,10,485,10015,100.15,26.1,66,3915000,150225,195292,2.2
Islamabad,9,4,3,3,1,4,0,0,3,10,583,8685,86.85,22.6,57,3390000,130275,169357,2.2
Sialkot,1,17,1,2,0,3,0,0,2,14,1839,4180,58.52,14.9,38,2235000,87780,114114,2.1
Abbottabad,2,16,1,0,0,3,1,0,2,13,949,1740,22.62,6.3,16,945000,33930,44109,2.3
Lahore,5,19,1,2,2,2,1,1,1,9,990,9460,85.14,21.3,54,3195000,127710,166023,2.1
Abbottabad,4,15,2,1,0,1,2,0,2,12,536,3825,45.9,12.8,32,1920000,68850,89505,2.3
Sukkur,9,8,1,2,0,2,1,0,2,13,1341,5045,65.58,13.2,33,1980000,98377,127890,1.7
Islamabad,7,13,3,3,2,4,1,1,2,17,1114,11720,199.24,51.9,130,7785000,298860,388518,2.2
Islamabad,6,17,3,2,0,1,2,1,2,14,1227,6405,89.67,23.4,59,3510000,134505,174856,2.2
Quetta,7,16,1,0,1,1,2,1,1,10,713,4965,49.65,9.5,24,1425000,74475,96817,1.6
Quetta,1,14,1,1,1,4,1,0,0,8,308,4835,38.68,7.4,19,1110000,58020,75426,1.6
Lahore,1,7,3,2,2,3,0,1,1,9,719,8880,79.92,20.0,50,3000000,119880,155844,2.1
Gujranwala,8,10,1,0,0,4,1,1,3,15,328,3150,47.25,11.8,30,1770000,70875,92137,2.1
Sukkur,2,9,3,2,1,2,0,1,0,11,1979,6685,73.54,14.8,37,2220000,110302,143393,1.7
Abbottabad,9,13,2,1,1,4,0,1,0,15,647,5820,87.3,24.3,61,3645000,130950,170235,2.3
Peshawar,7,10,3,2,1,3,0,1,0,16,960,7175,114.8,27.6,69,4140000,172200,223860,2.0
Quetta,6,8,2,3,1,4,2,1,1,10,875,9720,97.2,18.7,47,2805000,145800,189540,1.6
Peshawar,1,18,1,2,0,2,2,0,3,14,749,5295,74.13,17.8,45,2670000,111194,144553,2.0
Karachi,1,18,1,0,0,2,2,1,1,16,679,2645,42.32,9.6,24,1440000,63479,82524,1.9
Quetta,2,7,2,2,0,3,1,0,3,16,998,4955,79.28,15.2,38,2280000,118920,154596,1.6
Hyderabad,6,19,1,0,0,2,2,0,1,8,665,2285,18.28,4.2,11,630000,27420,35646,1.9
Gujranwala,6,10,2,1,1,2,2,1,1,7,1550,6550,45.85,11.5,29,1725000,68775,89407,2.1
Sukkur,2,10,1,2,2,4,1,0,1,11,1441,8550,94.05,19.0,48,2850000,141075,183397,1.7
Bahawalpur,1,9,3,1,2,1,1,0,0,12,711,6760,81.12,16.6,42,2490000,121680,158184,1.7
Lahore,5,11,1,1,1,2,0,0,1,10,1250,4590,45.9,11.5,29,1725000,68850,89505,2.1
Karachi,5,7,3,2,1,2,1,1,3,6,655,7980,47.88,10.9,28,1635000,71820,93366,1.9
Bahawalpur,2,13,3,0,2,3,1,0,3,8,553,6195,49.56,10.2,26,1530000,74340,96642,1.7
Sukkur,6,8,2,1,2,3,2,0,3,8,1866,8270,66.16,13.3,34,1995000,99240,129012,1.7
Abbottabad,9,7,1,1,1,4,0,0,0,17,1996,4830,82.11,22.8,57,3420000,123165,160114,2.3
Sialkot,2,15,2,2,1,4,0,0,1,9,1026,6275,56.48,14.4,36,2160000,84712,110126,2.1
Hyderabad,2,4,1,2,0,2,1,1,1,15,1767,5010,75.15,17.4,44,2610000,112724,146542,1.9
Sukkur,3,15,3,2,0,1,2,1,2,11,980,6150,67.65,13.6,34,2040000,101475,131917,1.7
Hyderabad,7,11,3,2,2,1,2,0,0,10,1404,9240,92.4,21.4,54,3210000,138600,180180,1.9
Swat,6,4,1,2,1,4,2,1,3,6,1369,8410,50.46,13.7,35,2055000,75690,98397,2.3
Hyderabad,8,8,1,3,2,3,2,1,3,11,1372,12020,132.22,30.6,77,4590000,198330,257829,1.9
Peshawar,8,18,2,2,0,2,1,0,1,14,1772,5070,70.98,17.1,43,2565000,106470,138411,2.0
Swat,6,9,1,0,0,2,2,1,3,16,1109,3285,52.56,14.3,36,2145000,78840,102492,2.3
Faisalabad,3,9,1,1,2,1,0,1,1,6,1730,7060,42.36,10.4,26,1560000,63540,82602,2.0
Bahawalpur,3,16,1,0,0,4,0,0,1,13,1606,1215,15.8,3.2,8,480000,23692,30800,1.7
Sialkot,1,8,2,0,1,1,1,0,2,13,772,3495,45.44,11.6,29,1740000,68152,88598,2.1
Swat,7,19,1,3,2,1,2,1,0,8,715,11310,90.48,24.6,62,3690000,135720,176436,2.3
Abbottabad,5,6,3,2,1,4,2,1,1,14,1278,8265,115.71,32.1,81,4815000,173565,225634,2.3
Karachi,4,18,2,1,1,3,2,1,1,16,899,6620,105.92,24.1,61,3615000,158880,206544,1.9
Sukkur,4,8,2,0,0,2,2,1,1,16,1444,2870,45.92,9.3,24,1395000,68880,89544,1.7
Multan,4,15,3,2,1,3,1,0,2,13,1326,7175,93.28,19.4,49,2910000,139912,181886,1.7
Karachi,6,11,3,2,2,4,2,0,1,8,1639,9665,77.32,17.6,44,2640000,115980,150774,1.9
Faisalabad,8,17,3,3,1,4,1,0,0,15,759,8705,130.57,32.0,80,4800000,195862,254621,2.0
Karachi,8,5,1,3,1,2,2,0,0,10,1550,8525,85.25,19.4,49,2910000,127875,166237,1.9
Islamabad,5,19,3,3,1,3,2,0,3,8,378,9510,76.08,19.8,50,2970000,114120,148356,2.2
Abbottabad,6,9,1,1,1,2,0,1,0,10,1980,5185,51.85,14.4,36,2160000,77774,101107,2.3
Multan,4,12,2,0,1,1,1,1,3,14,1867,4730,66.22,13.8,35,2070000,99330,129129,1.7
Swat,9,11,2,3,0,1,0,0,0,17,1074,5740,97.58,26.5,67,3975000,146370,190281,2.3
Swat,8,17,3,3,2,1,1,0,3,9,1394,11005,99.04,26.9,68,4035000,148567,193137,2.3
Swat,1,14,1,3,0,3,2,0,1,11,1195,6435,70.78,19.2,48,2880000,106177,138030,2.3
Faisalabad,2,11,3,0,2,1,2,1,2,8,1520,7015,56.12,13.8,35,2070000,84180,109434,2.0
Peshawar,9,11,3,0,2,2,1,1,2,8,357,7140,57.12,13.7,35,2055000,85680,111384,2.0
Bahawalpur,8,18,1,3,2,3,0,1,2,10,1747,10970,109.7,22.5,57,3375000,164550,213915,1.7
Sukkur,3,16,3,3,2,2,1,0,1,13,1792,10315,134.1,27.0,68,4050000,201142,261485,1.7
Gujranwala,8,10,2,2,2,4,1,0,2,13,923,9350,121.55,30.4,76,4560000,182325,237022,2.1
Rawalpindi,1,11,3,3,1,3,2,0,0,8,347,8490,67.92,17.7,45,2655000,101880,132444,2.2
Bahawalpur,4,16,1,1,0,2,0,0,3,13,1758,2990,38.87,8.0,20,1200000,58305,75796,1.7
Faisalabad,3,9,1,1,0,2,1,0,1,16,1508,2910,46.56,11.4,29,1710000,69840,90792,2.0
Lahore,6,5,2,3,1,3,0,1,2,13,1138,8775,114.08,28.5,72,4275000,171112,222446,2.1
Abbottabad,7,5,1,0,2,4,0,0,0,8,464,5150,41.2,11.4,29,1710000,61800,80340,2.3
Sukkur,4,11,1,2,0,3,1,1,0,15,1654,5165,77.47,15.6,39,2340000,116212,151076,1.7
Bahawalpur,7,14,2,0,1,1,0,1,1,15,629,4085,61.28,12.6,32,1890000,91912,119486,1.7
Sialkot,9,4,3,3,1,1,2,1,1,7,1444,9735,68.14,17.4,44,2610000,102217,132882,2.1
Faisalabad,2,9,2,1,0,4,2,1,2,15,512,4635,69.52,17.0,43,2550000,104287,135573,2.0
Islamabad,3,16,3,2,0,2,2,1,3,7,806,6465,45.26,11.8,30,1770000,67882,88247,2.2
Rawalpindi,5,19,2,0,2,2,2,0,2,14,1876,6560,91.84,23.9,60,3585000,137760,179088,2.2
Islamabad,3,9,3,0,2,2,0,0,2,12,1215,5410,64.92,16.9,43,2535000,97380,126594,2.2
Swat,8,19,2,3,0,3,2,0,1,11,1100,7185,79.04,21.5,54,3225000,118552,154118,2.3
Rawalpindi,8,14,3,2,2,3,1,1,2,12,467,10210,122.52,31.9,80,4785000,183780,238914,2.2
Bahawalpur,8,7,2,1,1,4,2,1,2,13,1294,7055,91.72,18.8,47,2820000,137572,178844,1.7
Sialkot,9,15,3,3,2,1,1,1,3,17,1869,11800,200.6,51.2,128,7680000,300900,391170,2.1
Swat,4,14,2,2,2,2,1,1,0,6,1129,9260,55.56,15.1,38,2265000,83340,108342,2.3
Gujranwala,5,16,1,0,1,1,2,1,0,13,1295,4615,60.0,15.0,38,2250000,89992,116990,2.1
Abbottabad,5,18,3,3,2,3,2,1,3,8,1286,12245,97.96,27.2,68,4080000,146940,191022,2.3
Lahore,8,14,2,0,1,3,0,0,0,8,1086,3410,27.28,6.8,17,1020000,40920,53196,2.1
Sukkur,7,19,3,0,2,3,1,1,2,11,726,7210,79.31,16.0,40,2400000,118965,154654,1.7
Peshawar,9,16,3,3,0,1,2,1,3,9,1544,8315,74.83,18.0,45,2700000,112252,145928,2.0
Islamabad,8,13,2,3,2,4,0,0,3,9,1315,10595,95.36,24.8,62,3720000,143032,185942,2.2
Islamabad,2,6,3,3,0,4,2,1,1,9,1333,7540,67.86,17.7,45,2655000,101790,132327,2.2
Swat,4,16,2,3,0,3,2,0,0,15,1443,6640,99.6,27.1,68,4065000,149400,194220,2.3
Hyderabad,6,14,1,3,0,2,2,0,1,14,1958,6710,93.94,21.7,55,3255000,140910,183183,1.9
Rawalpindi,2,6,3,0,0,1,1,0,2,13,1570,1690,21.97,5.7,15,855000,32954,42841,2.2
Quetta,7,18,1,1,0,3,2,1,3,8,1683,5095,40.76,7.8,20,1170000,61140,79482,1.6
Gujranwala,3,18,3,1,1,1,0,0,2,6,1544,4945,29.67,7.4,19,1110000,44505,57856,2.1
Sukkur,3,19,3,3,1,1,2,0,0,6,1072,8560,51.36,10.4,26,1560000,77040,100152,1.7
Rawalpindi,2,16,3,0,1,4,2,1,1,6,1829,5190,31.14,8.1,21,1215000,46710,60723,2.2
Hyderabad,8,16,2,1,0,3,0,0,0,9,1381,2940,26.46,6.1,16,915000,39690,51597,1.9
Karachi,6,4,1,1,2,4,0,1,2,11,1783,7710,84.81,19.3,49,2895000,127215,165379,1.9
Rawalpindi,1,6,3,1,1,3,1,1,1,9,1451,5865,52.78,13.7,35,2055000,79177,102930,2.2
Peshawar,1,7,2,0,2,1,1,0,0,16,1016,5080,81.28,19.5,49,2925000,121920,158496,2.0
Sukkur,7,14,3,3,2,4,1,1,2,16,385,11735,187.76,37.9,95,5685000,281639,366131,1.7
Bahawalpur,8,14,2,3,0,1,1,1,0,8,403,6960,55.68,11.4,29,1710000,83520,108576,1.7
Gujranwala,5,8,3,3,0,3,0,0,3,13,442,6345,82.48,20.6,52,3090000,123727,160845,2.1
Hyderabad,5,6,1,2,0,2,2,0,1,13,504,5015,65.19,15.1,38,2265000,97792,127130,1.9
Karachi,4,9,1,2,1,4,2,0,1,11,940,7185,79.04,18.0,45,2700000,118552,154118,1.9
Abbottabad,6,14,3,2,0,4,2,0,1,14,1361,5710,79.94,22.2,56,3330000,119909,155883,2.3
Multan,6,17,2,0,1,1,1,1,3,17,1686,4955,84.24,17.5,44,2625000,126352,164258,1.7
Hyderabad,3,18,3,1,1,1,0,0,1,15,1944,4745,71.18,16.5,42,2475000,106762,138791,1.9
Multan,9,15,2,1,1,2,0,0,3,6,1632,5500,33.0,6.9,18,1035000,49500,64350,1.7
Sukkur,7,19,3,0,1,4,0,0,1,13,1375,3860,50.18,10.1,26,1515000,75270,97851,1.7
Islamabad,1,8,2,0,0,3,2,1,0,11,300,2545,27.99,7.3,19,1095000,41992,54590,2.2
Hyderabad,7,6,1,3,1,3,1,1,0,6,310,8815,52.89,12.2,31,1830000,79335,103135,1.9
Abbottabad,5,9,3,3,0,4,0,1,0,9,1046,6610,59.49,16.5,42,2475000,89235,116005,2.3
Lahore,5,9,1,2,0,4,1,1,0,10,1963,5310,53.1,13.3,34,1995000,79649,103544,2.1
Swat,2,18,1,2,1,4,0,1,3,12,1537,7320,87.84,23.9,60,3585000,131760,171288,2.3
Multan,4,17,3,0,0,2,1,0,2,13,1255,2105,27.36,5.7,15,855000,41047,53361,1.7
Swat,6,11,3,2,2,3,0,1,2,14,1054,9515,133.21,36.2,91,5430000,199815,259759,2.3
Peshawar,7,5,2,1,0,3,1,1,0,17,1879,3950,67.15,16.1,41,2415000,100725,130942,2.0
Lahore,5,4,2,0,0,1,0,1,2,17,817,1985,33.75,8.4,21,1260000,50617,65802,2.1
Swat,9,19,1,0,1,1,0,0,2,11,1991,3610,39.71,10.8,27,1620000,59565,77434,2.3
Faisalabad,3,7,2,1,1,4,1,0,1,15,1738,5230,78.45,19.2,48,2880000,117675,152977,2.0
Faisalabad,1,19,2,3,0,1,1,1,3,14,1331,7110,99.54,24.4,61,3660000,149310,194103,2.0
Karachi,4,10,3,3,1,2,2,0,0,9,304,8600,77.4,17.6,44,2640000,116099,150929,1.9
Gujranwala,9,18,2,1,2,3,1,1,2,13,1685,8695,113.04,28.3,71,4245000,169552,220418,2.1
Islamabad,4,19,1,1,2,3,0,0,2,8,993,6935,55.48,14.4,36,2160000,83220,108186,2.2
Sukkur,2,14,2,2,1,1,0,0,0,9,411,5760,51.84,10.5,27,1575000,77759,101087,1.7
Hyderabad,5,13,1,0,0,4,1,1,1,15,1303,2570,38.55,8.9,23,1335000,57825,75172,1.9
Quetta,3,6,3,2,2,1,2,0,0,9,572,8865,79.78,15.3,39,2295000,119677,155580,1.6
Peshawar,9,6,1,1,2,4,1,1,1,11,721,8265,90.92,21.9,55,3285000,136372,177284,2.0
Multan,4,19,2,2,0,2,0,1,2,14,564,5235,73.29,15.3,39,2295000,109935,142915,1.7
Sukkur,6,8,3,1,1,3,0,1,3,11,1781,6170,67.87,13.7,35,2055000,101805,132346,1.7
Lahore,2,8,2,2,2,2,2,0,1,6,511,8970,53.82,13.5,34,2025000,80730,104949,2.1
Sialkot,6,16,3,2,0,3,1,0,1,10,1401,5140,51.4,13.1,33,1965000,77100,100230,2.1
Faisalabad,3,13,3,3,0,2,0,1,0,14,1081,6320,88.48,21.7,55,3255000,132720,172536,2.0
Sialkot,9,6,2,1,2,1,0,1,2,10,965,7815,78.15,19.9,50,2985000,117225,152392,2.1
Abbottabad,2,12,2,2,1,2,0,0,3,11,1544,6430,70.73,19.6,49,2940000,106094,137923,2.3
Peshawar,9,7,3,0,2,2,1,1,0,8,668,6680,53.44,12.8,32,1920000,80159,104207,2.0
Quetta,5,16,3,2,0,1,1,0,0,13,1257,4665,60.64,11.7,30,1755000,90967,118257,1.6
Hyderabad,8,16,2,2,2,3,2,0,3,15,646,10040,150.6,34.9,88,5235000,225900,293670,1.9
Karachi,2,18,1,0,1,3,0,0,2,16,324,3270,52.32,11.9,30,1785000,78480,102024,1.9
Quetta,6,6,2,1,0,1,0,1,3,9,1275,3790,34.11,6.6,17,990000,51165,66514,1.6
Peshawar,3,14,3,3,1,2,2,1,0,9,1743,9335,84.02,20.2,51,3030000,126022,163829,2.0
Quetta,5,5,2,3,2,2,0,0,0,16,1677,9450,151.2,29.1,73,4365000,226800,294840,1.6
Peshawar,8,13,1,3,2,2,2,1,1,17,716,11595,197.12,47.4,119,7110000,295672,384374,2.0
Peshawar,1,16,2,0,1,4,2,1,3,10,814,5365,53.65,12.9,33,1935000,80475,104617,2.0
Rawalpindi,5,14,3,2,2,3,0,0,3,15,514,8935,134.02,34.9,88,5235000,201037,261348,2.2
Multan,3,12,2,1,1,2,1,0,3,14,1435,5505,77.07,16.1,41,2415000,115605,150286,1.7
